(LASER1),CONNECTOR_9,-,538-95540-2881,$1.75 MOUSER 538-95540-2881,1,$1.75,538-95540-2881,1
(L1),LED,-,JUMPER2,-,1,-,,1
(FAN1),CONNECTOR_2,-,JUMPER2,-,1,-,,1
(D1),DIODE,-,DO214AB,$0.55 MOUSER 512-ES3J,1,$0.55,512-ES3J,1
(L2),CONNECTOR_2,60A,XT60,$0.80 HobbyKing XT60,1,$0.80,,1
